# Licensed under terms specified in LICENSE.md: Microsoft Data License Agreement for Dataset
# for article -- "Automated Design of Pulse Sequences for Magnetic Resonance Fingerprinting
# using Physics-Inspired Optimization"
# 
# By using the Dataset, you accept these terms.
#
#git version hash-----------------------------------------------------------------------------------------------
#5a1387a2404444f42756576587ddfa9abb83191d
#seed = 81491072
#opt_algo anneal
#parameters file--------------------------------------------------
#seed 81491072
#timesteps 2000
#pulses 480
#CSF_weight 0.089787
#alphaPieces 10
#T2_weight 7.576539
#maxAlpha 1.3962634015954636
#TRpieces 10
#boundary absorbing
#phantomcost firstprinciples
#initz -0.95
#sigma_eta 2.453968
#mag_weight 89.68364
#-----------------------------------------------------------------
#final energy = 5323.343227
#alphatype s
#0.000000	0.149866
#0.020458	0.103714
#0.091989	0.975288
#0.118813	0.763010
#0.198107	0.162587
#0.338265	1.389126
#0.357472	0.777340
#0.453382	0.168866
#0.671400	0.403894
#0.982846	1.334436
#1.000000	0.669307
#TRtype s
#0.000000	0.010068
#0.002421	0.010000
#0.119047	0.011751
#0.122232	0.022567
#0.203766	0.015347
#0.388522	0.043831
#0.393163	0.093982
#0.401819	0.046144
#0.409605	0.094878
#0.414738	0.028972
#1.000000	0.012626
#thetaType z
#pulse	alpha		theta		TR		TE
0	0.149866	0.000000	0.010068	0.002200
1	0.139378	0.000000	0.010021	0.002200
2	0.129255	0.000000	0.010000	0.002200
3	0.119862	0.000000	0.010000	0.002200
4	0.111563	0.000000	0.010000	0.002200
5	0.104723	0.000000	0.010000	0.002200
6	0.099708	0.000000	0.010000	0.002200
7	0.096881	0.000000	0.010000	0.002200
8	0.096608	0.000000	0.010000	0.002200
9	0.099254	0.000000	0.010000	0.002200
10	0.105182	0.000000	0.010000	0.002200
11	0.114593	0.000000	0.010000	0.002200
12	0.127315	0.000000	0.010000	0.002200
13	0.143132	0.000000	0.010000	0.002200
14	0.161824	0.000000	0.010000	0.002200
15	0.183173	0.000000	0.010000	0.002200
16	0.206961	0.000000	0.010000	0.002200
17	0.232967	0.000000	0.010000	0.002200
18	0.260975	0.000000	0.010000	0.002200
19	0.290764	0.000000	0.010000	0.002200
20	0.322118	0.000000	0.010000	0.002200
21	0.354816	0.000000	0.010000	0.002200
22	0.388640	0.000000	0.010000	0.002200
23	0.423373	0.000000	0.010000	0.002200
24	0.458794	0.000000	0.010000	0.002200
25	0.494685	0.000000	0.010000	0.002200
26	0.530829	0.000000	0.010000	0.002200
27	0.567005	0.000000	0.010000	0.002200
28	0.602996	0.000000	0.010000	0.002200
