# Licensed under terms specified in LICENSE.md: Microsoft Data License Agreement for Dataset
# for article -- "Automated Design of Pulse Sequences for Magnetic Resonance Fingerprinting
# using Physics-Inspired Optimization"
# 
# By using the Dataset, you accept these terms.
#
#git version hash-----------------------------------------------------------------------------------------------
#f75ad9b9b928f800c81abc7f84f7293f109eb3b2
#seed = 96963792
#opt_algo anneal
#parameters file--------------------------------------------------
#seed 96963792
#timesteps 1000
#CSF_weight 0.011546267844546525
#T2_weight 13.974131281650395
#pulses 480
#alphaType spline
#alphaPieces 10
#minAlpha 0
##set max tip angle to Pi/2:
#maxAlpha 1.2740903539558606
#TRtype spline
#TRpieces 10
#minTR 0.01
#maxTR 0.1
#thetaType zero
#sigma_eta 0.05777233694076761
#boundary absorbing
#-----------------------------------------------------------------
#final energy = 688.617404
#alphatype s
#0.000000	0.039036
#0.047447	0.180651
#0.065048	0.239176
#0.091149	0.144141
#0.224658	0.672275
#0.554473	1.229230
#0.646457	0.311043
#0.930534	0.687486
#0.961272	0.618483
#0.990905	0.090115
#1.000000	0.008446
#TRtype s
#0.000000	0.093476
#0.451605	0.078790
#0.452295	0.098207
#0.452455	0.065046
#0.644463	0.033108
#0.677122	0.046177
#0.677664	0.052802
#0.677884	0.025098
#0.718511	0.011967
#0.720519	0.012345
#1.000000	0.010022
#thetaType z
#pulse	alpha		theta		TR		TE
0	0.039036	0.000000	0.093476	0.002200
1	0.043774	0.000000	0.010000	0.002200
2	0.048529	0.000000	0.010000	0.002200
3	0.053318	0.000000	0.010000	0.002200
4	0.058160	0.000000	0.010000	0.002200
5	0.063072	0.000000	0.010000	0.002200
6	0.068070	0.000000	0.010000	0.002200
7	0.073173	0.000000	0.010000	0.002200
8	0.078397	0.000000	0.010000	0.002200
9	0.083761	0.000000	0.010000	0.002200
10	0.089281	0.000000	0.010000	0.002200
11	0.094974	0.000000	0.010000	0.002200
12	0.100859	0.000000	0.010000	0.002200
13	0.106953	0.000000	0.010000	0.002200
14	0.113272	0.000000	0.010000	0.002200
15	0.119835	0.000000	0.010000	0.002200
16	0.126658	0.000000	0.010000	0.002200
17	0.133759	0.000000	0.010000	0.002200
18	0.141156	0.000000	0.010000	0.002200
19	0.148866	0.000000	0.010000	0.002200
20	0.156906	0.000000	0.010000	0.002200
21	0.165294	0.000000	0.010000	0.002200
22	0.174047	0.000000	0.010000	0.002200
23	0.183180	0.000000	0.010000	0.002200
24	0.192596	0.000000	0.010000	0.002200
25	0.201982	0.000000	0.010000	0.002200
26	0.211007	0.000000	0.010000	0.002200
27	0.219335	0.000000	0.010000	0.002200
28	0.226636	0.000000	0.010000	0.002200
29	0.232574	0.000000	0.010000	0.002200
30	0.236818	0.000000	0.010000	0.002200
